ID,Title,Mean,Episodes,Rating,Popularity,Genres
52991,Sousou no Frieren,9.29,28,pg_13,121,"Adventure, Drama, Fantasy, Shounen"
57555,Chainsaw Man Movie: Reze-hen,9.18,1,r,957,"Action, Fantasy, Gore, Shounen, Urban Fantasy"
5114,Fullmetal Alchemist: Brotherhood,9.1,64,r,3,"Action, Adventure, Drama, Fantasy, Military, Shounen"
9253,Steins;Gate,9.07,24,pg_13,14,"Drama, Psychological, Sci-Fi, Suspense, Time Travel"
38524,Shingeki no Kyojin Season 3 Part 2,9.05,10,r,21,"Action, Drama, Gore, Military, Shounen, Survival, Suspense"
61517,Kingdom 6th Season,9.05,0,r,4844,"Action, Historical, Military, Seinen"
39486,Gintama: The Final,9.05,1,pg_13,1512,"Action, Comedy, Drama, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
28977,Gintama°,9.05,51,pg_13,347,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
11061,Hunter x Hunter (2011),9.03,148,pg_13,8,"Action, Adventure, Fantasy, Shounen"
820,Ginga Eiyuu Densetsu,9.02,110,r,753,"Adult Cast, Drama, Military, Sci-Fi, Space"
9969,Gintama',9.02,51,pg_13,406,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
15417,Gintama': Enchousen,9.02,13,pg_13,756,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
60022,One Piece Fan Letter,9.02,1,pg_13,1883,"Action, Adventure, Fantasy, Shounen"
41467,Bleach: Sennen Kessen-hen,8.99,13,r,353,"Action, Adventure, Shounen, Supernatural"
34096,Gintama.,8.98,12,pg_13,786,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,8.96,13,pg_13,165,"Comedy, Romance, School, Seinen"
42938,Fruits Basket: The Final,8.94,13,pg_13,448,"Drama, Romance, Shoujo, Supernatural"
4181,Clannad: After Story,8.93,24,pg_13,123,"Drama, Romance"
918,Gintama,8.93,201,pg_13,146,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
28851,Koe no Katachi,8.93,1,pg_13,19,"Award Winning, Drama, Shounen"
58514,Kusuriya no Hitorigoto 2nd Season,8.91,24,pg_13,600,"Drama, Historical, Medical, Mystery"
2904,Code Geass: Hangyaku no Lelouch R2,8.91,25,r,47,"Award Winning, Drama, Mecha, Military, Sci-Fi, Super Power"
35180,3-gatsu no Lion 2nd Season,8.9,22,pg_13,598,"Childcare, Drama, Seinen, Strategy Game"
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.89,1,pg_13,1058,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen, Time Travel"
19,Monster,8.89,74,r+,119,"Adult Cast, Drama, Mystery, Psychological, Seinen, Suspense"
60098,Boku no Hero Academia: Final Season,8.88,11,pg_13,1338,"Action, School, Shounen, Super Power"
37491,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,8.88,14,pg_13,1233,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,8.86,2,r,261,"Action, Drama, Gore, Military, Shounen, Survival, Suspense"
54492,Kusuriya no Hitorigoto,8.86,24,pg_13,297,"Drama, Historical, Medical, Mystery"
35247,Owarimonogatari 2nd Season,8.86,7,r,602,"Comedy, Mystery, Supernatural, Vampire"
40682,Kingdom 3rd Season,8.84,26,r,1968,"Action, Historical, Military, Seinen"
37987,Violet Evergarden Movie,8.84,1,pg_13,328,"Award Winning, Drama"
59571,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,8.83,1,r,2914,"Action, Drama, Gore, Military, Shounen, Survival, Suspense"
32281,Kimi no Na wa.,8.83,1,pg_13,11,"Award Winning, Drama"
49387,Vinland Saga Season 2,8.82,24,r,271,"Action, Adventure, Drama, Gore, Historical, Seinen"
36838,Gintama. Shirogane no Tamashii-hen,8.81,12,pg_13,1176,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
60489,Takopii no Genzai,8.79,6,r,1071,"Drama, Psychological, Sci-Fi, Shounen, Time Travel"
40028,Shingeki no Kyojin: The Final Season,8.78,16,r,31,"Action, Drama, Gore, Military, Shounen, Survival, Suspense"
263,Hajime no Ippo,8.78,75,pg_13,351,"Combat Sports, Shounen, Sports"
31758,Kizumonogatari III: Reiketsu-hen,8.78,1,r,499,"Action, Mystery, Supernatural, Vampire"
37510,Mob Psycho 100 II,8.78,13,pg_13,73,"Action, Comedy, Supernatural"
199,Sen to Chihiro no Kamikakushi,8.77,1,pg,44,"Adventure, Award Winning, Fantasy, Mythology"
48583,Shingeki no Kyojin: The Final Season Part 2,8.77,12,r,93,"Action, Drama, Gore, Military, Shounen, Survival, Suspense"
37521,Vinland Saga,8.77,24,r,63,"Action, Adventure, Drama, Gore, Historical, Seinen"
2921,Ashita no Joe 2,8.77,47,pg_13,3021,"Combat Sports, Drama, Shounen, Sports"
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.77,10,pg_13,116,"School, Shounen, Sports, Team Sports"
17074,Monogatari Series: Second Season,8.76,26,r,324,"Comedy, Mystery, Romance, Supernatural, Vampire"
1,Cowboy Bebop,8.75,26,r,42,"Action, Adult Cast, Award Winning, Sci-Fi, Space"
47917,Bocchi the Rock!,8.74,12,pg_13,300,"CGDCT, Comedy, Music"
50160,Kingdom 4th Season,8.73,26,r,2590,"Action, Historical, Military, Seinen"
21,One Piece,8.73,0,pg_13,17,"Action, Adventure, Fantasy, Shounen"
51009,Jujutsu Kaisen 2nd Season,8.72,23,r,118,"Action, Gore, School, Shounen, Supernatural"
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.72,1,pg_13,754,"Comedy, Drama, Romance, School, Seinen"
53223,Kingdom 5th Season,8.72,13,r,3242,"Action, Historical, Military, Seinen"
24701,Mushishi Zoku Shou 2nd Season,8.72,10,pg_13,939,"Adult Cast, Adventure, Historical, Iyashikei, Mystery, Seinen, Slice of Life, Supernatural"
48569,86 Part 2,8.72,12,r,398,"Drama, Mecha, Military, Sci-Fi"
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,8.72,13,pg_13,940,"Comedy, Romance, School, Shounen"
39894,Hibike! Euphonium 3,8.72,13,pg_13,2433,"Drama, Music, Performing Arts, School"
44074,Shiguang Dailiren,8.72,11,pg_13,550,"Adult Cast, Drama, Mystery, Super Power, Suspense, Time Travel"
53447,Tu Bian Yingxiong X,8.72,24,pg_13,1301,"Action, Super Power"
45649,The First Slam Dunk,8.71,1,pg_13,2853,"Award Winning, School, Shounen, Sports, Team Sports"
59192,Kimetsu no Yaiba Movie 1: Mugenjou-hen - Akaza Sairai,8.71,1,r,922,"Action, Historical, Shounen, Supernatural"
47778,Kimetsu no Yaiba: Yuukaku-hen,8.71,11,r,74,"Action, Historical, Shounen, Supernatural"
50172,Mob Psycho 100 III,8.71,12,pg_13,260,"Action, Comedy, Supernatural"
1575,Code Geass: Hangyaku no Lelouch,8.71,25,r,22,"Award Winning, Drama, Mecha, Military, School, Sci-Fi, Super Power"
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.7,13,r,683,"Action, Adventure, Shounen, Supernatural"
52215,Chi. Chikyuu no Undou ni Tsuite,8.7,25,r,1075,"Drama, Historical, Seinen"
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.7,12,pg_13,1358,"Adult Cast, Drama, Historical, Josei, Love Polygon, Performing Arts"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.69,4,r,932,"Action, Adult Cast, Drama, Historical, Romance, Samurai, Shounen"
33352,Violet Evergarden,8.69,13,pg_13,46,Drama
245,Great Teacher Onizuka,8.68,43,r,219,"Comedy, Delinquents, School, Shounen, Workplace"
40434,Mo Dao Zu Shi: Wanjie Pian,8.68,12,r,2406,"Action, Adventure, Drama, Fantasy, Historical, Mystery, Mythology, Reincarnation"
21939,Mushishi Zoku Shou,8.68,10,pg_13,848,"Adult Cast, Adventure, Historical, Iyashikei, Mystery, Seinen, Slice of Life, Supernatural"
164,Mononoke Hime,8.67,1,pg_13,106,"Action, Adventure, Award Winning, Fantasy"
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,8.67,14,r,1021,"Action, Adventure, Shounen, Supernatural"
5258,Hajime no Ippo: New Challenger,8.67,26,pg_13,861,"Combat Sports, Shounen, Sports"
431,Howl no Ugoku Shiro,8.67,1,g,99,"Adventure, Award Winning, Drama, Fantasy, Romance"
50399,Tian Guan Cifu Er,8.65,12,pg_13,3117,"Action, Adventure, Drama, Fantasy, Historical, Mythology"
57647,Uma Musume: Pretty Derby - Shin Jidai no Tobira,8.65,1,pg_13,3933,"Anthropomorphic, Racing, Sports"
57864,Monogatari Series: Off & Monster Season,8.65,14,r,2375,"Comedy, Mystery, Supernatural, Vampire"
457,Mushishi,8.65,26,pg_13,223,"Adult Cast, Adventure, Historical, Iyashikei, Mystery, Seinen, Slice of Life, Supernatural"
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.64,1,r,667,"Action, Fantasy, Urban Fantasy"
49818,Guimi Zhi Zhu: Xiaochou Pian,8.64,13,r,1594,"Action, Adult Cast, Fantasy, Isekai, Mystery, Suspense"
23273,Shigatsu wa Kimi no Uso,8.64,22,pg_13,24,"Drama, Love Polygon, Music, Performing Arts, Romance, School, Shounen"
49413,Shiguang Dailiren II,8.64,12,r,1630,"Adult Cast, Drama, Mystery, Super Power, Suspense, Time Travel"
35760,Shingeki no Kyojin Season 3,8.64,12,r,18,"Action, Drama, Gore, Military, Shounen, Survival, Suspense"
2001,Tengen Toppa Gurren Lagann,8.64,27,pg_13,66,"Adventure, Award Winning, Mecha, Sci-Fi"
59845,Kaoru Hana wa Rin to Saku,8.63,13,pg_13,737,"Drama, Romance, School"
58125,Look Back,8.63,1,pg_13,1304,"Drama, Otaku Culture, Shounen"
34599,Made in Abyss,8.63,13,r,91,"Adventure, Drama, Fantasy, Gore, Mystery, Sci-Fi"
11665,Natsume Yuujinchou Shi,8.63,13,pg_13,1044,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
46102,Odd Taxi,8.63,13,pg_13,510,"Adult Cast, Anthropomorphic, Award Winning, Drama, Mystery, Organized Crime, Suspense"
22135,Ping Pong the Animation,8.63,11,pg_13,603,"Award Winning, Drama, Seinen, Sports"
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,12,pg_13,98,"Comedy, Romance, School, Seinen"
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.62,12,r,162,"Adventure, Drama, Ecchi, Fantasy, Isekai, Reincarnation"
42310,Cyberpunk: Edgerunners,8.62,10,r+,191,"Action, Gore, Organized Crime, Sci-Fi"
1535,Death Note,8.62,37,r,2,"Psychological, Shounen, Supernatural, Suspense"
28891,Haikyuu!! Second Season,8.62,25,pg_13,87,"School, Shounen, Sports, Team Sports"
54898,Bungou Stray Dogs 5th Season,8.61,11,r,1111,"Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power, Vampire"
52742,Haikyuu!! Movie: Gomisuteba no Kessen,8.61,1,pg_13,1302,"School, Shounen, Sports, Team Sports"
19647,Hajime no Ippo: Rising,8.61,25,pg_13,927,"Combat Sports, Shounen, Sports"
33,Kenpuu Denki Berserk,8.61,25,r+,301,"Action, Adventure, Drama, Fantasy, Gore, Horror, Military, Psychological, Seinen"
34591,Natsume Yuujinchou Roku,8.61,11,pg_13,1336,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,8.61,13,r,329,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy"
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.6,1,r,472,"Adventure, Drama, Fantasy, Gore, Mystery, Sci-Fi"
41084,Made in Abyss: Retsujitsu no Ougonkyou,8.6,12,r,474,"Adventure, Drama, Fantasy, Gore, Mystery, Sci-Fi"
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.6,1,r+,1171,"Mecha, Sci-Fi, Space, Super Power"
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,1,pg_13,274,"Drama, Romance, School, Supernatural"
7311,Suzumiya Haruhi no Shoushitsu,8.59,1,pg_13,375,"Award Winning, Mystery, School, Sci-Fi, Supernatural"
52701,Dungeon Meshi,8.59,24,r,455,"Adventure, Comedy, Fantasy, Gourmet, Seinen"
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.58,39,r,148,"Action, Adventure, Organized Crime, Shounen, Super Power"
28957,Mushishi Zoku Shou: Suzu no Shizuku,8.58,1,pg_13,1836,"Adult Cast, Adventure, Historical, Iyashikei, Mystery, Seinen, Slice of Life, Supernatural"
55823,Natsume Yuujinchou Shichi,8.58,12,pg_13,3308,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
3786,Shin Evangelion Movie:||,8.58,1,pg_13,629,"Award Winning, Drama, Mecha, Psychological, Sci-Fi, Suspense"
16498,Shingeki no Kyojin,8.57,25,r,1,"Action, Award Winning, Drama, Gore, Military, Shounen, Survival, Suspense"
59636,Uma Musume: Cinderella Gray,8.57,13,pg_13,2828,"Anthropomorphic, Drama, Racing, Seinen, Sports"
877,Nana,8.57,47,r+,296,"Adult Cast, Drama, Love Polygon, Music, Romance, Shoujo"
31757,Kizumonogatari II: Nekketsu-hen,8.56,1,r,525,"Action, Mystery, Supernatural, Vampire"
32983,Natsume Yuujinchou Go,8.56,11,pg_13,1337,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
10379,Natsume Yuujinchou San,8.56,13,pg_13,1014,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
12355,Ookami Kodomo no Ame to Yuki,8.56,1,pg_13,246,"Award Winning, Childcare, Slice of Life, Supernatural"
40776,Haikyuu!! To the Top Part 2,8.56,12,pg_13,218,"School, Shounen, Sports, Team Sports"
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.56,1,r+,178,"Avant Garde, Drama, Mecha, Psychological, Sci-Fi, Suspense"
170,Slam Dunk,8.55,101,pg_13,812,"School, Shounen, Sports, Team Sports"
30484,Steins;Gate 0,8.55,23,pg_13,206,"Drama, Sci-Fi, Suspense, Time Travel"
7785,Yojouhan Shinwa Taikei,8.55,11,r,514,"Adult Cast, Award Winning, Comedy, Mystery, Psychological, Romance, Suspense, Time Travel"
52034,[Oshi no Ko],8.55,11,pg_13,182,"Award Winning, Drama, Reincarnation, Seinen, Showbiz"
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.55,1,r,68,"Action, Historical, Shounen, Supernatural"
36098,Kimi no Suizou wo Tabetai,8.55,1,pg_13,160,"Drama, Romance, School"
437,Perfect Blue,8.55,1,r+,278,"Adult Cast, Avant Garde, Award Winning, Drama, Horror, Psychological, Showbiz, Suspense"
49701,Doupo Cangqiong: San Nian Zhi Yue,8.55,13,pg_13,6747,"Action, Adventure, Fantasy, Historical, Martial Arts"
11741,Fate/Zero 2nd Season,8.54,12,r,139,"Action, Fantasy, Urban Fantasy"
578,Hotaru no Haka,8.54,1,pg_13,299,"Drama, Historical"
28735,Shouwa Genroku Rakugo Shinjuu,8.54,13,pg_13,888,"Adult Cast, Drama, Historical, Josei, Love Polygon, Performing Arts"
55791,[Oshi no Ko] 2nd Season,8.54,13,pg_13,527,"Drama, Reincarnation, Seinen, Showbiz"
25777,Shingeki no Kyojin Season 2,8.53,12,r,12,"Action, Drama, Gore, Military, Shounen, Survival, Suspense"
5300,Zoku Natsume Yuujinchou,8.53,13,pg_13,1042,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
61322,Dr. Stone: Science Future Part 2,8.53,12,pg_13,1462,"Adventure, Comedy, Sci-Fi, Shounen"
40417,Fruits Basket 2nd Season,8.53,25,pg_13,431,"Drama, Romance, School, Shoujo, Supernatural"
40748,Jujutsu Kaisen,8.53,24,r,13,"Action, Award Winning, School, Shounen, Supernatural"
21329,Mushishi: Hihamukage,8.52,1,pg_13,1716,"Adult Cast, Adventure, Historical, Iyashikei, Mystery, Seinen, Slice of Life, Supernatural"
205,Samurai Champloo,8.52,26,r,109,"Action, Adventure, Comedy, Historical, Samurai"
61930,Uma Musume: Cinderella Gray Part 2,8.52,10,pg_13,4238,"Anthropomorphic, Drama, Racing, Seinen, Sports"
12365,Bakuman. 3rd Season,8.52,25,pg_13,775,"Comedy, Drama, Otaku Culture, Romance, Shounen"
7472,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,1,r,1534,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
35843,Gintama. Porori-hen,8.51,13,pg_13,1249,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
53273,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,8.51,14,r,989,"Action, Adventure, Shounen, Super Power"
4282,Kara no Kyoukai Movie 5: Mujun Rasen,8.51,1,r,1088,"Action, Drama, Fantasy, Mystery, Romance, Suspense, Urban Fantasy"
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.51,26,r,1148,"Adult Cast, Detective, Mecha, Military, Mystery, Sci-Fi, Seinen"
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.5,39,r,129,"Action, Adventure, Shounen, Super Power"
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.5,1,pg_13,635,"Award Winning, Drama, Mahou Shoujo, Psychological, Suspense"
60544,Nezha Zhi Mo Tong Nao Hai,8.5,1,pg_13,7615,"Action, Comedy, Drama, Fantasy, Historical"
59986,Grand Blue Season 2,8.5,12,pg_13,1552,"Adult Cast, Comedy, Gag Humor, Seinen"
40664,Shoujo☆Kageki Revue Starlight Movie,8.5,1,pg_13,4893,"Drama, Music, Performing Arts, School"
35839,Sora yori mo Tooi Basho,8.5,13,pg_13,451,"Adventure, CGDCT, Comedy, Drama"
38474,Yuru Camp△ Season 2,8.5,13,pg_13,1097,"CGDCT, Iyashikei, Slice of Life"
44070,Tian Guan Cifu Special,8.49,1,pg_13,3169,"Action, Adventure, Drama, Fantasy, Historical, Mythology"
32182,Mob Psycho 100,8.49,12,pg_13,28,"Action, Comedy, Supernatural"
40834,Ousama Ranking,8.49,23,pg_13,306,"Adventure, Fantasy"
30276,One Punch Man,8.48,12,r,4,"Action, Adult Cast, Comedy, Parody, Seinen, Super Power"
12431,Uchuu Kyoudai,8.48,99,pg_13,1307,"Adult Cast, Comedy, Seinen, Space, Workplace"
47194,Summertime Render,8.47,25,r,367,"Mystery, Shounen, Supernatural, Suspense, Time Travel"
37779,Yakusoku no Neverland,8.47,12,r,37,"Mystery, Psychological, Shounen, Survival, Suspense"
10165,Nichijou,8.47,26,pg_13,196,"Comedy, Gag Humor, School, Shounen"
30654,Ansatsu Kyoushitsu 2nd Season,8.47,25,pg_13,84,"Action, Comedy, School, Shounen"
3297,Aria the Origination,8.47,13,g,1826,"Iyashikei, Sci-Fi, Shounen, Slice of Life"
50250,Chiikawa,8.47,0,g,6081,Slice of Life
58222,Given Movie 3: Umi e,8.47,1,pg_13,4805,"Boys Love, Drama, Music"
60543,Dandadan 2nd Season,8.46,12,r,538,"Action, Comedy, Shounen, Supernatural"
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.46,1,r,608,"Action, Fantasy, Urban Fantasy"
44087,Gintama: The Semi-Final,8.46,2,pg_13,2489,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Shounen"
392,Yuu☆Yuu☆Hakusho,8.46,112,pg_13,302,"Action, Martial Arts, Mythology, Shounen, Supernatural"
37208,Mo Dao Zu Shi,8.46,15,r,1081,"Action, Adventure, Drama, Fantasy, Historical, Mystery, Mythology, Reincarnation"
38450,Mo Dao Zu Shi: Xian Yun Pian,8.46,8,r,2110,"Action, Adventure, Drama, Fantasy, Historical, Mystery, Mythology, Reincarnation"
6114,Rainbow: Nisha Rokubou no Shichinin,8.46,26,r,618,"Delinquents, Drama, Historical, Seinen, Suspense"
31181,Owarimonogatari,8.45,12,r,496,"Comedy, Mystery, Supernatural, Vampire"
36649,Banana Fish,8.45,24,r,202,"Action, Adventure, Delinquents, Drama, Organized Crime, Psychological, Shoujo, Suspense"
37379,Chihayafuru 3,8.45,24,pg_13,1686,"Drama, Josei, Love Polygon, School, Sports, Strategy Game"
57334,Dandadan,8.45,12,r,229,"Action, Comedy, Shounen, Supernatural"
37105,Grand Blue,8.45,12,pg_13,231,"Adult Cast, Comedy, Gag Humor, Seinen"
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.45,1,pg_13,382,"Drama, Sci-Fi"
60988,Tian Guan Cifu Short Film,8.44,0,pg_13,7135,"Action, Adventure, Drama, Fantasy, Historical, Mythology"
50265,Spy x Family,8.44,12,pg_13,59,"Action, Award Winning, Childcare, Comedy, Shounen, Super Power"
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,8.44,24,r,133,"Action, Adventure, Shounen, Super Power"
56538,Kimi ni Todoke 3rd Season,8.44,5,pg_13,2270,"Drama, Romance, School, Shoujo"
35737,Pluto,8.44,8,pg_13,1166,"Action, Detective, Mystery, Psychological, Sci-Fi, Seinen, Suspense"
44511,Chainsaw Man,8.44,12,r,54,"Action, Fantasy, Gore, Shounen, Urban Fantasy"
51039,Doupo Cangqiong: Nian Fan,8.44,209,pg_13,6661,"Action, Adventure, Fantasy, Historical, Martial Arts"
40059,Golden Kamuy 3rd Season,8.43,12,r,1402,"Action, Adult Cast, Adventure, Historical, Military, Seinen"
20583,Haikyuu!!,8.43,25,pg_13,36,"School, Shounen, Sports, Team Sports"
136,Hunter x Hunter,8.43,62,pg_13,381,"Action, Adventure, Fantasy, Shounen"
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.43,16,r,555,"Drama, Fantasy, Isekai, Psychological, Suspense, Time Travel"
36999,Zoku Owarimonogatari,8.43,6,r,1102,"Comedy, Mystery, Supernatural, Vampire"
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,12,r,173,"Drama, Fantasy, Isekai, Psychological, Suspense, Time Travel"
25781,Shingeki no Kyojin: Kuinaki Sentaku,8.42,2,r,439,Action
40730,Tian Guan Cifu,8.42,11,pg_13,1561,"Action, Adventure, Drama, Fantasy, Historical, Mythology"
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.42,1,pg_13,535,Drama
45556,Wu Liuqi: Xuanwu Guo Pian,8.42,10,r,2650,"Action, Adventure, Comedy, Drama, Martial Arts, Mystery, Super Power"
55809,Xian Ni,8.42,128,pg_13,7253,"Action, Adventure, Fantasy, Historical, Martial Arts"
50330,Bungou Stray Dogs 4th Season,8.42,13,r,770,"Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power"
21899,Gintama: Yorinuki Gintama-san on Theater 2D,8.42,2,pg_13,3564,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
38000,Kimetsu no Yaiba,8.42,26,r,5,"Action, Award Winning, Historical, Shounen, Supernatural"
38889,Kono Oto Tomare! Part 2,8.42,13,pg_13,1365,"Drama, Music, Performing Arts, School, Shounen"
467,Koukaku Kidoutai: Stand Alone Complex,8.42,26,r,621,"Adult Cast, Award Winning, Detective, Mecha, Military, Mystery, Sci-Fi, Seinen"
24687,Mushishi Zoku Shou: Odoro no Michi,8.42,1,pg_13,2190,"Adult Cast, Adventure, Historical, Iyashikei, Mystery, Seinen, Slice of Life, Supernatural"
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,1,pg_13,2631,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
49722,Karakai Jouzu no Takagi-san Movie,8.41,1,pg_13,2464,"Love Status Quo, Romance, School, Shounen"
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.41,1,pg_13,241,"Adventure, Comedy, Fantasy, Isekai, Parody"
2246,Mononoke,8.41,12,r,743,"Adult Cast, Historical, Horror, Mystery, Mythology, Psychological, Supernatural, Suspense"
36885,Saenai Heroine no Sodatekata Fine,8.41,1,pg_13,1348,"Comedy, Harem, Otaku Culture, Romance, School"
33255,Saiki Kusuo no Ψ-nan,8.41,120,pg_13,132,"Comedy, Gag Humor, School, Shounen, Super Power"
34612,Saiki Kusuo no Ψ-nan 2,8.41,24,pg_13,326,"Comedy, Gag Humor, School, Shounen, Super Power"
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.4,12,pg_13,50,"Comedy, Romance, School, Seinen"
30709,Kamisama Hajimemashita: Kako-hen,8.4,4,pg_13,1474,"Comedy, Mythology, Romance, Shoujo, Supernatural, Time Travel"
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,8.4,12,r,460,"Adventure, Drama, Ecchi, Fantasy, Isekai, Reincarnation"
36275,Natsume Yuujinchou Roku Specials,8.4,2,pg_13,3378,"Iyashikei, Mythology, Shoujo, Slice of Life, Supernatural"
48561,Jujutsu Kaisen 0 Movie,8.39,1,r,138,"Action, School, Shounen, Supernatural"
61952,Luo Xiaohei Zhanji 2,8.39,1,g,9490,"Adventure, Drama, Fantasy"
5028,Major S5,8.39,25,pg_13,2779,"Shounen, Sports, Team Sports"
4921,Ramayana: The Legend of Prince Rama,8.39,1,g,6021,Adventure
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.39,1,pg_13,521,"Drama, Fantasy"
35557,Houseki no Kuni,8.39,12,pg_13,491,"Action, Anthropomorphic, Drama, Fantasy, Mystery, Seinen"
50183,Blue Giant,8.38,1,pg_13,3706,"Music, Seinen"
5,Cowboy Bebop: Tengoku no Tobira,8.38,1,r,650,"Action, Adult Cast, Sci-Fi, Space"
32366,Gintama°: Aizome Kaori-hen,8.38,2,pg_13,2456,"Comedy, Gag Humor, Parody, Shounen"
40787,Josee to Tora to Sakana-tachi,8.38,1,pg_13,488,"Adult Cast, Drama, Romance, Visual Arts"
37965,Kaze ga Tsuyoku Fuiteiru,8.38,23,pg_13,823,"Adult Cast, Drama, Sports"
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,8.38,1,r,1644,"Adventure, Drama, Fantasy, Gore, Mystery, Sci-Fi"
9756,Mahou Shoujo Madoka★Magica,8.38,12,pg_13,104,"Award Winning, Drama, Mahou Shoujo, Psychological, Suspense"
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.38,1,pg_13,1256,"Drama, Mahou Shoujo, Psychological, Suspense"
56523,Tunshi Xingkong 3rd Season,8.38,33,pg_13,9533,"Action, Adventure, Fantasy, Martial Arts, Sci-Fi"
53672,Violet Evergarden: Recollections,8.38,1,pg_13,3781,Drama
46095,Vivy: Fluorite Eye's Song,8.38,13,r,411,"Action, Music, Sci-Fi, Suspense, Time Travel"
38475,Yuru Camp△ Movie,8.38,1,pg_13,2450,"Adult Cast, CGDCT, Iyashikei, Slice of Life"
56524,Tunshi Xingkong 4th Season,8.37,123,pg_13,9042,"Action, Adventure, Fantasy, Martial Arts, Sci-Fi"
31646,3-gatsu no Lion,8.37,22,pg_13,315,"Childcare, Drama, Seinen, Strategy Game"
14397,Chihayafuru 2,8.37,25,pg_13,1094,"Drama, Josei, Love Polygon, School, Sports, Strategy Game"
