ID,Title,Mean,Episodes,Rating,Popularity,Genres
23623,Non Non Biyori Repeat,8.17,12,pg_13,1283,"CGDCT, Iyashikei, School, Seinen, Slice of Life"
57181,Ao no Hako,8.17,25,pg_13,912,"Love Polygon, Romance, School, Shounen, Sports, Team Sports"
7674,Bakuman.,8.17,25,pg_13,369,"Comedy, Drama, Otaku Culture, Romance, Shounen"
34636,Ballroom e Youkoso,8.17,24,pg_13,747,"Performing Arts, Shounen, Sports"
1519,Black Lagoon: The Second Barrage,8.17,12,r,434,"Action, Adult Cast, Organized Crime, Seinen"
55655,Cang Yuan Tu,8.17,26,pg_13,9413,"Action, Adventure, Fantasy, Historical, Martial Arts"
10800,Chihayafuru,8.17,25,pg_13,512,"Drama, Josei, Love Polygon, School, Sports, Strategy Game"
38088,Digimon Adventure: Last Evolution Kizuna,8.17,1,pg_13,3101,"Action, Adventure, Comedy, Drama"
36370,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.17,4,r,3926,"Adult Cast, Drama, Military, Sci-Fi, Space"
39166,Girls & Panzer: Saishuushou Part 3,8.17,1,pg_13,3669,"CGDCT, Military, School"
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.17,1,pg_13,1424,"Mecha, Sci-Fi"
49590,Yojouhan Time Machine Blues,8.17,6,pg_13,3080,"Adult Cast, Comedy, Mystery, Psychological, Romance, Suspense, Time Travel"
34537,Yoru wa Mijikashi Arukeyo Otome,8.17,1,r+,1837,"Adult Cast, Comedy, Romance"
40911,Yuukoku no Moriarty,8.17,11,r,509,"Adult Cast, Historical, Mystery, Organized Crime, Psychological, Shounen, Suspense"
33674,No Game No Life: Zero,8.16,1,pg_13,207,"Drama, Fantasy, Isekai, Romance"
853,Ouran Koukou Host Club,8.16,26,pg_13,135,"Comedy, Crossdressing, Reverse Harem, Romance, School, Shoujo"
47,Akira,8.16,1,r+,208,"Action, Gore, Horror, Military, Sci-Fi, Seinen, Super Power"
962,Aria the Natural,8.16,26,g,2596,"Iyashikei, Sci-Fi, Shounen, Slice of Life"
32867,Bungou Stray Dogs 2nd Season,8.16,12,r,205,"Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power"
1889,Higurashi no Naku Koro ni Kai,8.16,24,r,485,"Gore, Horror, Mystery, Psychological, Suspense"
49052,Ao Ashi,8.15,24,pg_13,1098,"Seinen, Sports, Team Sports"
49596,Blue Lock,8.15,24,pg_13,247,"Shounen, Sports, Team Sports"
48549,Dr. Stone: New World,8.15,11,pg_13,429,"Adventure, Comedy, Sci-Fi, Shounen"
40852,Dr. Stone: Stone Wars,8.15,11,pg_13,140,"Adventure, Comedy, Sci-Fi, Shounen"
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.15,1,r,495,"Action, Fantasy, Urban Fantasy"
44042,Holo no Graffiti,8.15,0,pg_13,3192,Comedy
59833,Kono Subarashii Sekai ni Shukufuku wo! 3: Bonus Stage,8.15,2,pg_13,2847,"Adventure, Comedy, Fantasy, Isekai, Parody"
49909,Kotarou wa Hitorigurashi,8.15,10,pg_13,1373,"Childcare, Seinen, Slice of Life"
1430,Lupin III: Cagliostro no Shiro,8.15,1,pg_13,1867,"Action, Adult Cast, Adventure, Award Winning, Comedy, Mystery, Seinen"
50709,Lycoris Recoil,8.15,13,pg_13,430,Action
49521,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,8.15,1,pg_13,4060,"CGDCT, Iyashikei, Seinen, Slice of Life"
30503,Noragami Aragoto,8.14,13,pg_13,86,"Action, Mythology, Shounen, Supernatural"
721,Princess Tutu,8.14,38,pg_13,1472,"Anthropomorphic, Drama, Love Polygon, Mahou Shoujo, Mystery, Performing Arts, Romance"
48736,Sono Bisque Doll wa Koi wo Suru,8.14,12,pg_13,124,"Otaku Culture, Romance, School, Seinen"
55911,The Fable,8.14,25,r,2339,"Adult Cast, Comedy, Organized Crime, Seinen, Suspense"
38481,Toaru Kagaku no Railgun T,8.14,25,r,1047,"Action, Fantasy, Sci-Fi, Super Power, Urban Fantasy"
34572,Black Clover,8.14,170,pg_13,55,"Action, Fantasy, Shounen"
58919,Hyakuemu.,8.14,1,pg_13,6158,"Drama, Sports"
28223,Death Parade,8.13,12,r,51,"Adult Cast, Drama, Fantasy, High Stakes Game, Psychological, Suspense"
41361,Eiga Daisuki Pompo-san,8.13,1,pg_13,3019,"Comedy, Drama, Showbiz"
39792,Eizouken ni wa Te wo Dasu na!,8.13,12,pg_13,738,"Adventure, Award Winning, Comedy, Otaku Culture, School, Seinen"
3371,Ginga Eiyuu Densetsu Gaiden,8.13,24,r+,4778,"Action, Drama, Military, Sci-Fi, Space"
49053,Given: Uragawa no Sonzai,8.13,1,pg_13,2337,"Boys Love, Drama, Music, School"
54856,Horimiya: Piece,8.13,13,pg_13,595,"Romance, School, Shounen"
37962,IDOLiSH7 Second Beat!,8.13,15,pg_13,4170,"Drama, Idols (Male), Music"
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,1,g,2661,"Adult Cast, Adventure, Drama, Music, Sci-Fi"
3701,Kaiba,8.13,12,r+,1517,"Adventure, Avant Garde, Award Winning, Mystery, Psychological, Romance, Sci-Fi"
16662,Kaze Tachinu,8.13,1,pg_13,703,"Award Winning, Drama, Historical, Romance"
39592,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.13,13,pg_13,4708,"Mecha, Military, Sci-Fi, Shounen, Space"
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.13,1,pg_13,936,"Action, Romance, School, Supernatural"
9890,Major: Message,8.13,1,pg_13,3758,"Shounen, Sports, Team Sports"
4477,Nodame Cantabile: Paris-hen,8.13,11,pg_13,1942,"Adult Cast, Comedy, Josei, Music, Performing Arts, Romance"
51335,Shen Yin Wangzuo,8.13,26,pg_13,6971,"Action, Adventure, Fantasy"
56738,Shinigami Bocchan to Kuro Maid 3rd Season,8.13,12,pg_13,2967,"Comedy, Fantasy, Love Status Quo, Romance"
37430,Tensei shitara Slime Datta Ken,8.13,24,pg_13,78,"Action, Comedy, Fantasy, Isekai, Reincarnation, Shounen"
31715,Working!!! Lord of the Takanashi,8.13,1,pg_13,2213,"Comedy, Love Status Quo, Romance, Seinen, Workplace"
1827,Seirei no Moribito,8.12,26,pg_13,1182,"Action, Adventure, Fantasy"
28171,Shokugeki no Souma,8.12,24,pg_13,69,"Ecchi, Gourmet, School, Shounen"
59459,Silent Witch: Chinmoku no Majo no Kakushigoto,8.12,13,pg_13,1518,"Fantasy, School"
21469,Stand By Me Doraemon,8.12,1,pg,3096,"Comedy, Kids, Sci-Fi, Shounen"
50612,Dr. Stone: Ryuusui,8.12,1,pg_13,722,"Adventure, Comedy, Sci-Fi, Shounen"
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,1,pg_13,3709,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen"
50528,Golden Kamuy 4th Season,8.12,13,r,2126,"Action, Adult Cast, Adventure, Historical, Military, Seinen"
14713,Kamisama Hajimemashita,8.12,13,pg_13,323,"Comedy, Mythology, Romance, Shoujo, Supernatural"
1604,Katekyou Hitman Reborn!,8.12,203,pg_13,425,"Action, Comedy, Organized Crime, Shounen, Super Power"
35857,Lupin III: Part 5,8.12,24,pg_13,3551,"Action, Adult Cast, Adventure, Comedy, Mystery, Seinen"
11597,Nisemonogatari,8.12,11,r,291,"Comedy, Ecchi, Mystery, Supernatural"
51122,Ookami to Koushinryou: Merchant Meets the Wise Wolf,8.12,25,pg_13,1084,"Adult Cast, Adventure, Drama, Romance, Supernatural"
15059,Initial D Fifth Stage,8.11,14,pg_13,1586,"Action, Drama, Racing, Seinen"
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.11,24,r,108,"Action, Adventure, Shounen, Super Power"
8129,Kuragehime,8.11,11,pg_13,1052,"Adult Cast, Comedy, Crossdressing, Josei, Visual Arts"
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.11,1,r+,4776,"Action, Comedy, Drama, Mahou Shoujo, Sci-Fi"
1364,Meitantei Conan Movie 05: Tengoku e no Countdown,8.11,1,pg_13,2917,"Adventure, Comedy, Detective, Mystery, Shounen"
6467,Meitantei Conan Movie 14: Tenkuu no Lost Ship,8.11,1,g,3102,"Action, Detective, Mystery, Shounen"
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,6,pg_13,1127,"Comedy, Gag Humor, School, Shounen, Super Power"
50416,Skip to Loafer,8.11,12,pg_13,818,"Drama, School, Seinen"
53888,Spy x Family Movie: Code: White,8.11,1,pg_13,1205,"Action, Childcare, Comedy, Shounen, Super Power"
54757,3-nen Z-gumi Ginpachi-sensei,8.11,12,pg_13,3951,"Comedy, Gag Humor, Parody, School, Shounen"
18689,Diamond no Ace,8.11,75,pg_13,1048,"School, Shounen, Sports, Team Sports"
121,Fullmetal Alchemist,8.11,51,r,85,"Action, Adventure, Award Winning, Drama, Fantasy, Military, Shounen"
49709,Fumetsu no Anata e Season 2,8.11,20,r,832,"Adventure, Drama, Shounen, Supernatural"
239,Gankutsuou,8.11,24,r,1028,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense"
40421,Given Movie 1,8.11,1,pg_13,1057,"Boys Love, Drama, Music"
30364,Haikyuu!! Movie 2: Shousha to Haisha,8.11,1,pg_13,2193,"School, Shounen, Sports, Team Sports"
36296,Hinamatsuri,8.11,12,pg_13,447,"Childcare, Comedy, Organized Crime, Seinen, Super Power"
30370,Akatsuki no Yona OVA,8.1,3,pg_13,1779,"Adventure, Fantasy, Shoujo"
54789,Boku no Hero Academia 7th Season,8.1,21,pg_13,605,"Action, School, Shounen, Super Power"
53411,Buddy Daddies,8.1,12,pg_13,793,"Action, Childcare, Comedy, Organized Crime"
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.1,1,pg_13,918,"Comedy, Drama, Romance, School"
59898,City The Animation,8.1,13,pg_13,2807,"Comedy, Gag Humor, Seinen"
29755,Haikyuu!! Movie 1: Owari to Hajimari,8.1,1,pg_13,2045,"School, Shounen, Sports, Team Sports"
59654,Jujutsu Kaisen: Kaigyoku/Gyokusetsu,8.1,1,r,3491,"Action, Gore, School, Shounen, Supernatural"
2581,Kidou Senshi Gundam 00,8.1,25,r,1187,"Drama, Mecha, Military, Sci-Fi, Space"
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.1,1,r,2227,"Adult Cast, Award Winning, Detective, Mecha, Military, Mystery, Sci-Fi, Seinen"
12859,One Piece Film: Z,8.1,1,pg_13,890,"Action, Adventure, Fantasy, Shounen"
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.1,1,pg_13,2767,"Action, Adventure, Fantasy, Shounen"
50380,Paripi Koumei,8.1,12,pg_13,835,"Adult Cast, Comedy, Music, Reincarnation, Showbiz"
54650,Precure All Stars Movie F,8.1,1,g,9694,"Action, Mahou Shoujo"
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.1,13,pg_13,2679,"Action, Adventure, Fantasy, Historical, Mythology, Shounen"
339,Serial Experiments Lain,8.1,13,r,236,"Avant Garde, Award Winning, Drama, Mystery, Psychological, Sci-Fi, Supernatural, Suspense"
52347,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.1,25,pg_13,599,"Action, Adventure, Fantasy, Shounen, Video Game"
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.1,1,g,6199,"CGDCT, Iyashikei, Slice of Life"
2236,Toki wo Kakeru Shoujo,8.09,1,g,256,"Award Winning, Drama, Romance, School, Sci-Fi, Time Travel"
52826,Tsurune: Tsunagari no Issha,8.09,13,pg_13,2976,"School, Sports"
58689,Yuanshen: Jinzhong Ge,8.09,1,pg_13,8303,"Action, Drama, Fantasy"
1382,Yuusha-Ou GaoGaiGar Final,8.09,8,pg_13,6375,"Adventure, Drama, Mecha, Sci-Fi, Super Power"
59306,Zhan Shen: Fanchen Shenyu,8.09,15,pg_13,9242,"Action, Fantasy, Psychological, Suspense"
3702,Detroit Metal City,8.09,12,r,1225,"Adult Cast, Comedy, Gag Humor, Music, Parody, Seinen, Showbiz"
6746,Durarara!!,8.09,24,r,96,"Action, Mystery, Supernatural"
16918,Gin no Saji,8.09,11,pg_13,886,"Comedy, School, Shounen"
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.09,1,pg_13,4097,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Shounen"
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.09,2,pg_13,5759,"CGDCT, Iyashikei, School, Slice of Life, Visual Arts"
6336,Kidou Senshi Gundam Unicorn,8.09,7,pg_13,2237,"Drama, Mecha, Military, Sci-Fi, Space"
30831,Kono Subarashii Sekai ni Shukufuku wo!,8.09,10,pg_13,38,"Adventure, Comedy, Fantasy, Isekai, Parody"
31051,Kuroko no Basket: Saikou no Present desu,8.09,1,pg_13,2116,"School, Shounen, Sports, Team Sports"
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,8.09,3,pg_13,916,"Drama, Fantasy, Shounen, Urban Fantasy"
57524,Make Heroine ga Oosugiru!,8.09,12,pg_13,895,"Comedy, Romance, School"
302,Mirai Shounen Conan,8.09,26,pg_13,3243,"Adventure, Drama, Sci-Fi"
59841,Ore dake Level Up na Ken: ReAwakening,8.09,1,r,3567,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy"
46569,Jigokuraku,8.08,13,r,234,"Action, Adventure, Gore, Historical, Samurai, Shounen, Supernatural"
18661,Kamisama Hajimemashita OVA,8.08,2,pg_13,1766,"Comedy, Mythology, Romance, Shoujo, Supernatural"
31658,Kuroko no Basket Movie 4: Last Game,8.08,1,pg_13,794,"School, Shounen, Sports, Team Sports"
28025,Tsukimonogatari,8.08,4,r,583,"Comedy, Ecchi, Mystery, Supernatural, Vampire"
23283,Zankyou no Terror,8.08,11,r,125,"Detective, Mystery, Psychological, Suspense"
59062,Gachiakuta,8.08,24,pg_13,759,"Action, Fantasy, Shounen"
2951,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,8.08,1,pg_13,3139,"Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen"
12069,Hajime no Ippo: Boxer no Kobushi,8.08,1,pg_13,3095,"Combat Sports, Shounen, Sports"
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.08,12,pg_13,1117,"Fantasy, Isekai, Reincarnation"
24833,Ansatsu Kyoushitsu,8.07,22,pg_13,34,"Action, Comedy, School, Shounen"
66,Azumanga Daiou The Animation,8.07,26,pg_13,633,"CGDCT, Comedy, Gag Humor, School"
3901,Baccano! Specials,8.07,3,r,1448,"Action, Adult Cast, Historical, Mystery, Organized Crime, Supernatural"
3016,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,8.07,1,pg_13,3995,"Action, Adult Cast, Drama, Military, Sci-Fi, Space"
36369,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.07,4,r,4326,"Adult Cast, Drama, Military, Sci-Fi, Space"
38081,Girls & Panzer: Saishuushou Part 2,8.07,1,pg_13,3771,"CGDCT, Military, School"
135,Hikaru no Go,8.07,75,pg_13,1744,"Comedy, Drama, School, Shounen, Strategy Game, Supernatural"
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.07,10,pg_13,1440,"Fantasy, Isekai, Reincarnation"
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.07,12,r,422,"Action, Adventure, Shounen, Super Power"
39198,Kanata no Astra,8.07,12,pg_13,801,"Adventure, Award Winning, Mystery, Sci-Fi, Shounen, Space, Survival, Suspense"
3927,Kidou Senshi Gundam 00 Second Season,8.07,25,r,1641,"Drama, Mecha, Military, Sci-Fi, Space"
50796,Kimi wa Houkago Insomnia,8.07,13,pg_13,1040,"Romance, School, Seinen"
4722,Skip Beat!,8.07,25,pg_13,956,"Comedy, Drama, Love Polygon, Romance, Shoujo, Showbiz"
4938,Tsubasa: Shunraiki,8.07,2,r,3015,"Action, Adventure, Drama, Fantasy, Romance, Shounen"
34076,Uchouten Kazoku 2,8.07,12,pg_13,2933,"Anthropomorphic, Drama, Mythology, Supernatural"
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.06,13,pg_13,3092,"Action, Adventure, Fantasy, Mythology, Sci-Fi, Shounen"
32282,Shokugeki no Souma: Ni no Sara,8.06,13,pg_13,136,"Ecchi, Gourmet, School, Shounen"
53887,Spy x Family Season 2,8.06,12,pg_13,379,"Action, Childcare, Comedy, Shounen, Super Power"
44218,Tunshi Xingkong,8.06,26,pg_13,6550,"Action, Adventure, Fantasy, Martial Arts, Sci-Fi"
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.06,13,pg_13,292,"Drama, Psychological, School, Suspense"
56653,BanG Dream! Ave Mujica,8.06,13,pg_13,4395,"Drama, Music"
1471,City Hunter 2,8.06,63,pg_13,4453,"Action, Comedy, Mystery, Shounen"
3665,Ginga Eiyuu Densetsu Gaiden (1999),8.06,28,r,5131,"Action, Adult Cast, Drama, Military, Sci-Fi, Space"
10643,Gintama: Dai Hanseikai,8.06,1,pg_13,3888,"Action, Comedy, Parody, Samurai, Shounen"
56980,Karasu wa Aruji wo Erabanai,8.06,20,pg_13,3217,"Drama, Fantasy, Historical, Mythology"
31251,Kidou Senshi Gundam: Tekketsu no Orphans,8.06,25,r,1022,"Drama, Mecha, Sci-Fi, Space"
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.06,1,r,3764,"Adult Cast, Detective, Mecha, Mystery, Psychological, Sci-Fi, Seinen, Suspense"
22145,Kuroshitsuji: Book of Circus,8.06,10,r,586,"Action, Historical, Mystery, Mythology, Shounen, Supernatural"
48895,Overlord IV,8.06,13,r,396,"Action, Adventure, Fantasy, Isekai"
31149,Persona 3 the Movie 4: Winter of Rebirth,8.06,1,r,2608,"Action, Super Power, Supernatural"
40080,Quanzhi Gaoshou: Dianfeng Rongyao,8.06,1,pg_13,3271,"Action, Video Game"
55701,Kimetsu no Yaiba: Hashira Geiko-hen,8.05,8,r,320,"Action, Historical, Shounen, Supernatural"
1486,Kodomo no Omocha (TV),8.05,102,pg_13,2751,"Comedy, Drama, Love Polygon, Romance, Shoujo, Showbiz"
851,Kyou kara Ore wa!!,8.05,10,r,4002,"Action, Comedy, Delinquents, School, Shounen"
35062,Mahoutsukai no Yome,8.05,24,pg_13,180,"Drama, Fantasy, Mythology, Romance, Shounen, Urban Fantasy"
1367,Meitantei Conan Movie 08: Ginyoku no Magician,8.05,1,pg_13,3105,"Adventure, Comedy, Detective, Mystery, Shounen"
21419,Meitantei Conan Movie 18: Ijigen no Sniper,8.05,1,pg_13,3558,"Action, Detective, Mystery, Shounen"
56063,NieR:Automata Ver1.1a Part 2,8.05,12,r,2250,"Action, Fantasy, Sci-Fi"
59828,Shoushimin Series 2nd Season,8.05,12,pg_13,3471,"Mystery, School"
6547,Angel Beats!,8.05,13,pg_13,33,"Drama, Fantasy, School"
33486,Boku no Hero Academia 2nd Season,8.05,25,pg_13,16,"Action, School, Shounen, Super Power"
51836,Douluo Dalu II: Jueshi Tangmen,8.05,156,pg_13,8397,"Action, Adventure, Fantasy, Martial Arts"
27833,Durarara!!x2 Ketsu,8.05,12,r,663,"Action, Mystery, Supernatural"
58913,Hikaru ga Shinda Natsu,8.05,12,r,1107,"Horror, Mystery, Supernatural"
12189,Hyouka,8.05,22,pg_13,100,"Mystery, School, Slice of Life"
2025,Darker than Black: Kuro no Keiyakusha,8.04,25,r,185,"Action, Mystery, Super Power"
38668,Dorohedoro,8.04,12,r,397,"Action, Comedy, Fantasy, Gore, Horror, Seinen"
227,FLCL,8.04,6,pg_13,230,"Avant Garde, Comedy, Mecha, Parody, Psychological, Sci-Fi, Suspense"
54791,Given Movie 2: Hiiragi Mix,8.04,1,pg_13,3698,"Boys Love, Drama, Music"
268,Golden Boy,8.04,6,r+,573,"Adult Cast, Adventure, Comedy, Ecchi, Gag Humor, Seinen, Workplace"
8425,Gosick,8.04,24,r,413,"Drama, Historical, Mystery, Romance"
50587,Gridman Universe,8.04,1,pg_13,3994,"Mecha, Sci-Fi"
51367,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.04,12,r,822,"Action, Adventure, Shounen, Super Power"
237,Koukyoushihen Eureka Seven,8.04,50,pg_13,560,"Adventure, Drama, Mecha, Romance, Sci-Fi"
11771,Kuroko no Basket,8.04,25,pg_13,117,"School, Shounen, Sports, Team Sports"
23317,Kuroshitsuji: Book of Murder,8.04,2,r,1018,"Action, Historical, Mystery, Mythology, Shounen, Supernatural"
781,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,8.04,1,pg_13,2865,"Adventure, Comedy, Detective, Mystery, Shounen"
49320,Meitantei Conan Movie 25: Halloween no Hanayome,8.04,1,pg_13,5374,"Action, Detective, Mystery, Shounen"
19815,No Game No Life,8.04,12,pg_13,20,"Comedy, Ecchi, Fantasy, Isekai, Strategy Game"
21557,Omoide no Marnie,8.04,1,g,826,"Drama, Mystery, Psychological, Suspense"
4155,One Piece Film: Strong World,8.04,1,pg_13,994,"Action, Adventure, Fantasy, Shounen"
1943,Paprika,8.04,1,r+,410,"Adult Cast, Avant Garde, Award Winning, Mystery, Psychological, Sci-Fi, Suspense"
13759,Sakura-sou no Pet na Kanojo,8.04,24,pg_13,113,"Drama, Romance, School"
4224,Toradora!,8.04,25,pg_13,26,"Drama, Love Polygon, Romance, School"
40907,World Trigger 2nd Season,8.04,12,pg_13,1563,"Action, Sci-Fi, Shounen"
24277,Yowamushi Pedal: Grande Road,8.04,24,pg_13,1732,"Racing, Shounen, Sports"
1559,Shijou Saikyou no Deshi Kenichi,8.03,50,pg_13,856,"Action, Comedy, Martial Arts, School, Shounen"
25013,Akatsuki no Yona,8.03,24,pg_13,213,"Adventure, Fantasy, Romance, Shoujo"
889,Black Lagoon,8.03,12,r,159,"Action, Adult Cast, Organized Crime, Seinen"
27821,Fate/stay night: Unlimited Blade Works Prologue,8.03,1,pg_13,787,"Action, Fantasy, Urban Fantasy"
61339,Jibaku Shounen Hanako-kun 2 Part 2,8.03,12,pg_13,3586,"School, Shounen, Supernatural"
18679,Kill la Kill,8.03,24,pg_13,58,"Action, Comedy, Ecchi, Fantasy, School, Urban Fantasy"
2034,Lovely★Complex,8.03,24,pg_13,380,"Comedy, Romance, School, Shoujo"
1363,Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,8.03,1,pg_13,2948,"Adventure, Comedy, Detective, Mystery, Shounen"
1506,Meitantei Conan Movie 10: Tantei-tachi no Requiem,8.03,1,pg_13,3110,"Adventure, Comedy, Detective, Mystery, Shounen"
38993,Karakai Jouzu no Takagi-san 2,8.02,12,pg_13,750,"Comedy, Love Status Quo, Romance, School, Shounen"
1096,Kidou Keisatsu Patlabor 2 the Movie,8.02,1,pg_13,3722,"Award Winning, Detective, Drama, Mecha, Military, Mystery, Sci-Fi"
41402,Mairimashita! Iruma-kun 2nd Season,8.02,21,pg_13,739,"Comedy, Fantasy, School, Shounen"
20,Naruto,8.02,220,pg_13,9,"Action, Adventure, Fantasy, Martial Arts, Shounen"
9204,Omae Umasou da na,8.02,1,g,5108,"Action, Adventure, Anthropomorphic, Childcare, Fantasy, Kids"
49782,Shadows House 2nd Season,8.02,12,pg_13,1864,"Fantasy, Mystery, Seinen"
34822,Tsuki ga Kirei,8.02,12,pg_13,419,"Romance, School"
42640,Wan Sheng Jie 2,8.02,12,pg_13,5930,"Comedy, Fantasy, Mythology, Urban Fantasy"
4918,xxxHOLiC Shunmuki,8.02,2,pg_13,2781,"Comedy, Drama, Mystery, Seinen, Supernatural"
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.02,1,pg_13,1016,"Comedy, Love Polygon, Romance, School"
53410,Yuru Camp△ Season 3,8.02,12,pg_13,2349,"CGDCT, Iyashikei, Slice of Life"
4901,Black Lagoon: Roberta's Blood Trail,8.02,5,r+,837,"Action, Adult Cast, Organized Crime, Seinen"
2164,Dennou Coil,8.02,26,g,1666,"Adventure, Award Winning, Drama, Mystery, Sci-Fi"
72,Full Metal Panic? Fumoffu,8.02,12,pg_13,893,"Action, Comedy, Gag Humor, School"
589,Ginga Nagareboshi Gin,8.02,21,pg_13,4556,"Action, Adventure, Anthropomorphic, Drama, Shounen"
1974,Glass no Kamen (2005),8.02,51,g,3740,"Drama, Performing Arts, Romance, Shoujo, Showbiz"
27989,Hibike! Euphonium,8.02,13,pg_13,500,"Drama, Music, Performing Arts, School"
39783,5-toubun no Hanayome ∬,8.01,12,pg_13,281,"Comedy, Harem, Romance, School, Shounen"
59675,Apocalypse Hotel,8.01,12,pg_13,3144,"Comedy, Sci-Fi"
153,Juuni Kokuki,8.01,45,pg_13,1580,"Action, Adventure, Fantasy, Isekai"
3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.01,1,r+,1145,"Action, Drama, Fantasy, Mystery, Suspense, Urban Fantasy"
6045,Kimi ni Todoke,8.01,25,pg_13,171,"Drama, Romance, School, Shoujo"
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.01,1,pg_13,658,"Adventure, Comedy, Fantasy, Isekai, Parody"
49430,Mignon,8.01,12,r+,4284,"Boys Love, Drama, Vampire"
52107,Mononoke Movie 1: Karakasa,8.01,1,r,3668,"Adult Cast, Historical, Horror, Mystery, Mythology, Psychological, Supernatural, Suspense"
44235,Pui Pui Molcar,8.01,12,g,5461,"Anthropomorphic, Comedy, Kids"
535,Slayers Next,8.01,26,pg_13,2783,"Action, Adventure, Comedy, Fantasy"
5681,Summer Wars,8.01,1,pg_13,452,"Award Winning, Comedy, Sci-Fi"
44931,Tonikaku Kawaii: SNS,8.01,1,pg_13,1533,"Comedy, Romance, Shounen"
49587,Wan Sheng Jie 3,8.01,12,pg_13,6927,"Comedy, Fantasy, Mythology, Urban Fantasy"
59145,Ranma ½ (2024),8,12,pg_13,1687,"Action, Comedy, Ecchi, Magical Sex Shift, Martial Arts, Romance, School, Shounen"
59791,Ruri no Houseki,8,13,pg_13,2805,"CGDCT, Educational, Seinen, Slice of Life"
1914,Saiunkoku Monogatari 2nd Season,8,39,pg_13,3716,"Adventure, Fantasy, Historical, Reverse Harem, Romance, Shoujo"
42923,SK∞,8,12,pg_13,390,"Racing, Sports"
16049,Toaru Kagaku no Railgun S,8,24,r,639,"Action, Fantasy, Sci-Fi, Super Power, Urban Fantasy"
6211,Tokyo Magnitude 8.0,8,11,pg_13,881,"Award Winning, Drama"
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8,13,pg_13,88,"Comedy, Love Polygon, Romance, School"
59226,Ao no Exorcist: Yosuga-hen,8,12,pg_13,2716,"Action, Mythology, School, Shounen, Supernatural"
27663,Baby Steps 2nd Season,8,25,pg_13,2393,"School, Shounen, Sports"
41781,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,8,1,pg_13,6506,Music
1482,D.Gray-man,8,103,pg_13,313,"Action, Adventure, Fantasy, Shounen, Urban Fantasy"
2759,Evangelion Movie 1: Jo,8,1,r+,403,"Award Winning, Drama, Mecha, Psychological, Sci-Fi, Suspense"
6421,Fullmetal Alchemist: Brotherhood Specials,8,4,pg_13,1599,"Action, Adventure, Drama, Fantasy, Military, Shounen"
